"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.sentiment.label","Approve","Reject"
"3LEG2HW4UFUQ3VJZ2FKAIU9JL0AF20","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3DZQRBDBSMMRE2IY213FXMSB74NS3Q","A18WSAKX5YN2FB","Submitted","Thu Mar 12 07:51:34 PDT 2020","Thu Mar 12 07:51:52 PDT 2020","Fri Mar 13 07:51:52 PDT 2020","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","the big day is finally here!  in a few short hours my gorgeous girl goes off to marry her good-looking groom #???? #emotional
","Excited"
"3LEG2HW4UFUQ3VJZ2FKAIU9JL0AF20","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3FIJLY1B6VBPHMIZUF0N3QCXNALPFG","A3H0133NSXWYTM","Submitted","Thu Mar 12 07:50:47 PDT 2020","Thu Mar 12 07:51:04 PDT 2020","Fri Mar 13 07:51:04 PDT 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","the big day is finally here!  in a few short hours my gorgeous girl goes off to marry her good-looking groom #???? #emotional
","Happy"
"3LEG2HW4UFUQ3VJZ2FKAIU9JL0AF20","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3NQL1CS15SF8MXWQLH1AY38VF9CYV7","A3W21686YJ6ZD2","Submitted","Thu Mar 12 07:53:09 PDT 2020","Thu Mar 12 07:53:36 PDT 2020","Fri Mar 13 07:53:36 PDT 2020","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","the big day is finally here!  in a few short hours my gorgeous girl goes off to marry her good-looking groom #???? #emotional
","Happy"
"3INZSNUD80X45VQ2WI4Z4HECFT4D9F","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","33FBRBDW6P6X8IZ8HW8B9YW41NU8C5","AT9UG11XAEDZL","Submitted","Thu Mar 12 07:52:21 PDT 2020","Thu Mar 12 07:52:32 PDT 2020","Fri Mar 13 07:52:32 PDT 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","the best things that happen in my life are not posted. #????
","Happy"
"3INZSNUD80X45VQ2WI4Z4HECFT4D9F","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3K2755HG5TAGSPF9P69S3WV89RJDFR","A39VVWV1GHLMFD","Submitted","Thu Mar 12 07:53:01 PDT 2020","Thu Mar 12 07:53:15 PDT 2020","Fri Mar 13 07:53:15 PDT 2020","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","the best things that happen in my life are not posted. #????
","Pleasant"
"3INZSNUD80X45VQ2WI4Z4HECFT4D9F","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3NAPMVF0ZXMGAM2NAYRZJLRNECC274","A1XPNXTMCXVGDT","Submitted","Thu Mar 12 07:55:53 PDT 2020","Thu Mar 12 07:56:32 PDT 2020","Fri Mar 13 07:56:32 PDT 2020","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","the best things that happen in my life are not posted. #????
","Sad"
"3FI30CQHVKQO8FQKKFAHPHZAM7K6BQ","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","37W3JXSD67FL1MWVBR66K5R9MIEWYF","A3O0NNIW4KA2PV","Submitted","Thu Mar 12 07:50:53 PDT 2020","Thu Mar 12 07:51:04 PDT 2020","Fri Mar 13 07:51:04 PDT 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","i wish community colleges were shutting down from the corona virus #????
","Sad"
"3FI30CQHVKQO8FQKKFAHPHZAM7K6BQ","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3L2IS5HSFBPEXJ3C9PIUL185XIZNUH","A1J4AZL6MZ675U","Submitted","Thu Mar 12 07:51:25 PDT 2020","Thu Mar 12 07:51:41 PDT 2020","Fri Mar 13 07:51:41 PDT 2020","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","i wish community colleges were shutting down from the corona virus #????
","Sad"
"3FI30CQHVKQO8FQKKFAHPHZAM7K6BQ","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","3WT783CTPCOGAGXFK8SL00M59TFBC7","AT9UG11XAEDZL","Submitted","Thu Mar 12 07:52:55 PDT 2020","Thu Mar 12 07:53:07 PDT 2020","Fri Mar 13 07:53:07 PDT 2020","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","i wish community colleges were shutting down from the corona virus #????
","Pleasant"
"3538U0YQ1F1FODFI6FYF14EBREAF3B","30NHI4EO3UAE049FAKOQK6KGGXHTBN","Twitter Sentiment analysis","Sentiment analysis","sentiment, text","$0.02","Thu Mar 12 07:50:15 PDT 2020","3","BatchId:3953621;OriginalHitTemplateId:928390909;","60","86400","Fri Mar 13 07:50:15 PDT 2020","","","32EYX73OY1GZCHV42WZBULDFYFOURC","A2GJK2MDTHNQ6Q","Submitted","Thu Mar 12 07:51:30 PDT 2020","Thu Mar 12 07:52:03 PDT 2020","Fri Mar 13 07:52:03 PDT 2020","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","once again I have woken up on this fine morning feeling like a thoroughly boiled noodle ??????
","Sad"
