2020-03-12 10:21:43,1238047511308374018,"get you all sad then go for the kill, give me money - I am feeling so #angry - I call it emotional porn","get you all sad then go for the kill, give me money - i am feeling so #angry - i call it emotional porn
",angry
2020-03-12 01:05:03,1237907421261168640,"He who angers you conquers you.

Elizabeth Kenny #anger","he who angers you conquers you.

elizabeth kenny #anger
",angry
2020-03-11 23:37:12,1237885316490354690,"#Anger
Is a feelings that makes your mouth works faster than your mind...😐😐","#anger
is a feelings that makes your mouth works faster than your mind..😐😐
",angry
2020-03-11 22:00:02,1237860863932895234,#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote,"#anger is just anger. it isnt good. it is not bad. what u do with it is what matters. u can use it to build or to destroy.-jim butcher #quote
",angry
2020-03-11 17:18:33,1237790025439477762,#Bitcoin is raging down. Looks like there is no end. #Anger,"#bitcoin is raging down. looks like there is no end. #anger
",angry
2020-03-11 16:52:07,1237783370655870979,"This and completely sucks no baseball ⚾️ at T-Mobile til May at least ,not happy 
#yes crying in baseball exists 
#angry 😡","this and completely sucks no baseball ⚾️ at t-mobile til may at least ,not happy 
#yes crying in baseball exists 
#angry 😡
",angry
2020-03-11 16:07:57,1237772258573074434,"4 YO, 3rd day at child care. My first time meeting him. Quite, but he seems to listen. The preachool teacher is already discluding him from the activities...
""I know you haven't been here long, but follow directions."" What? He is new and scared! He dont know you! #angry #children","4 yo, 3rd day at child care. my first time meeting him. quite, but he seems to listen. the preschool teacher is already including him from the activities..
""i know you have not been here long, but follow directions."" what? he is new and scared! he dont know you! #angry #children
",angry
2020-03-11 12:24:01,1237715904219275264,"“Usually when people are sad, they don't do anything. They just cry over their condition. But when they get angry, they bring about a change.” —Mario Puzo
#quotes #anger","“usually when people are sad, they do not do anything. they just cry over their condition. but when they get angry, they bring about a change.” —marie ouzo
#quotes #anger
",angry
2020-03-11 08:55:57,1237663539143127040,"#ANGER begins with MADNESS (pagalpan)
&amp;
ends with REGRET (Pachtawa)

❤#IMAM_ALI (AS)❤","#anger begins with madness (paralian)
&amp;
ends with regret (pachtawa)

❤#imam_ali (as)❤
",angry
2020-03-11 04:53:18,1237602474199896064,Controling ur #Anger at work is really a #Job 🥶,"controling ur #anger at work is really a #job 🥶
",angry
2020-03-11 03:24:47,1237580201996910593,"BARBRA WAS CRYING ABOUT HANNAH ANN!!! I WASTED A WHOLE SEASON FOR THAT. 
#angry #TheBachelorFinale","barbara was crying about hannah ann!! i wasted a whole season for that. 
#angry #thebachelorfinale
",angry
2020-03-11 00:55:54,1237542731909455874,How do some people manage their anger?  💭🤔 #Anger,"how do some people manage their anger?  💭🤔 #anger
",angry
2020-03-10 22:54:09,1237512093823205376,i feel used😣🤬 #angry,"i feel used😣🤬 #angry
",angry
2020-03-10 21:40:20,1237493516353384448,"I don't know who needs to hear this but
STOP PAINTING THE HANDS FROM THE CREATION OF ADAM ON YOUR JEANS AND SHOES, YOU'RE NOT ARTSY
#angry #stop","i do not know who needs to hear this but
stop painting the hands from the creation of adam on your jeans and shoes, you are not artsy
#angry #stop
",angry
2020-03-10 19:13:05,1237456460885438465,"I am in a fighting mood pretty much every day - having an ongoing row with my dentist, had a row with the optician this morning and a few spars with others. #Angry","i am in a fighting mood pretty much every day - having an ongoing row with my dentist, had a row with the optician this morning and a few spars with others. #angry
",angry
2020-03-10 16:49:16,1237420269100085248,"I was in therapy on and off for years since I was fifteen up until a few years ago. I spent many hours and thousands of dollars. So why did I not hear about narcissism and codependency until I found free YouTube videos a couple years ago? Why was I never told about it? 
#angry","i was in therapy on and off for years since i was fifteen up until a few years ago. i spent many hours and thousands of dollars. so why did i not hear about narcissism and codependency until i found free couture videos a couple years ago? why was i never told about it? 
#angry
",angry
2020-03-10 16:02:48,1237408572956389379,"Nah I'm serious,Ian looks mad ,brought out the full dripage,Dem creps and da polo,boutta walk away, #angry #em20","nah I am serious,in looks mad ,brought out the full drivage,dem crops and da polo,goutta walk away, #angry #em20
",angry
