2020-03-12 11:05:33,1238058541887315969,I never give in to fear when fear is caused by public hysteria. My life will go on even with the Corona Virus. #fear #faith,"i never give in to fear when fear is caused by public hysteria. my life will go on even with the corona virus. #fear #faith
",fear
2020-03-12 11:05:03,1238058419598372864,You have all been sold the disease of #FEAR,"you have all been sold the disease of #fear
",fear
2020-03-12 11:01:32,1238057531014029312,"12/ “'Nobody knows what’s going to happen,' he said. 'All we know is that the longer we’re in this state of #anxiety, the more damage it’s going to inflict on the fabric of our #community.'”","12/ “'nobody knows what’s going to happen,' he said. 'all we know is that the longer we’re in this state of #anxiety, the more damage it’s going to inflict on the fabric of our #community.'”
",fear
2020-03-12 11:01:31,1238057528950431745,"10/ ""Compounding the #anxiety: No one has any idea how long this will last, or how bad it might get.""","10/ ""compounding the #anxiety: no one has any idea how long this will last, or how bad it might get.""
",fear
2020-03-12 11:01:27,1238057513628717060,Good Morning peeps. Do I have t walk?? I need some #workoutmotivation today. All the news is giving me is #anxiety:(,"good morning peeps. do i have t walk?? i need some #workoutmotivation today. all the news is giving me is #anxiety:(
",fear
2020-03-12 11:01:08,1238057432573673477,Having new windows put in today. Lasted two hours but got overwhelmed so had to leave. 😬 #anxiety,"having new windows put in today. lasted two hours but got overwhelmed so had to leave. 😬 #anxiety
",fear
2020-03-12 10:57:27,1238056503967432704,"Mark my words. Come  November, if Trump loses he won't leave. #scary","mark my words. come  november, if trump loses he will not leave. #scary
",fear
2020-03-12 10:51:42,1238055059100962818,And guess what.....your fling for it....HOOK LINE AND SINKER! #CORNAVIRUS IS A DAYUM LIE!!!! SD TOO YOU BY #FEAR THRU THE MOUTHPIECE OF FAKE NEWS BY THE DAYUM MEDIA!!!! AND SOCIAL NETWORKS!!! ITS ALL A DAYUM LIE!,"and guess what..your fling for it..hook line and sinker! #coronavirus is a davyum lie!! sd too you by #fear thru the mouthpiece of fake news by the davyum media!! and social networks!! its all a davyum lie!
",fear
2020-03-12 10:48:51,1238054339387764737,"Control of the masses.....using #FEAR
THATS THEIR NEW PANDEMIC....TOO CONTROL THE MASSES WORLWIDE!
HENCE THE NEW WORLD ORDER!!!","control of the masses..using #fear
thats their new pandemic..too control the masses worldwide!
hence the new world order!!
",fear
2020-03-12 10:46:42,1238053800541380608,Fact: the real disease sold by the MEDIA.....IS #FEAR! FACT!!!!,"fact: the real disease sold by the media..is #fear! fact!!
",fear
